a1p,a3p,b3p
0.816602217789598,-0.00125685926871002,-0.000462715897380164
0.816602217789598,-0.00125685926871002,-0.000462715897380164
0.816602150400871,-0.00125680057800047,-0.000462749197403351
0.816602150400871,-0.00125680057800047,-0.000462749197403351
0.817985391110375,-0.00131882628655253,-0.000517516870143662
0.817985391110375,-0.00131882628655253,-0.000517516870143662
0.817997937672205,-0.00132249317300766,-0.000521243703868838
0.817997937672205,-0.00132249317300766,-0.000521243703868838
0.817997927060702,-0.00132241321890609,-0.000521171788534017
0.817997927060702,-0.00132241321890609,-0.000521171788534017
0.819406047978732,-0.00139207899281728,-0.000583614681888732
0.819406047978732,-0.00139207899281728,-0.000583614681888732
0.819418651583253,-0.00139661997782836,-0.000588165541082872
0.819418651583253,-0.00139661997782836,-0.000588165541082872
0.819418577032444,-0.00139658939307958,-0.000588050116624111
0.819418577032444,-0.00139658939307958,-0.000588050116624111
0.820852021703606,-0.00147543085644397,-0.000659825482668911
0.820852021703606,-0.00147543085644397,-0.000659825482668911
0.82086489815155,-0.0014808476658167,-0.000665225394346853
0.82086489815155,-0.0014808476658167,-0.000665225394346853
0.820864735575308,-0.00148069575697098,-0.000665159234975513
0.820864735575308,-0.00148069575697098,-0.000665159234975513
0.822323465334288,-0.00157055267913178,-0.000748007458957843
0.822323465334288,-0.00157055267913178,-0.000748007458957843
0.822336468248775,-0.00157709183847309,-0.000754639745514033
0.822336468248775,-0.00157709183847309,-0.000754639745514033
0.822336369121839,-0.00157701091550751,-0.000754716133074155
0.822336369121839,-0.00157701091550751,-0.000754716133074155
0.823821019194035,-0.00168046491755494,-0.000851253919060019
0.823821019194035,-0.00168046491755494,-0.000851253919060019
0.823833752472746,-0.00168867528626503,-0.00085954589997945
0.823833752472746,-0.00168867528626503,-0.00085954589997945
0.823833920135563,-0.00168853830067658,-0.000859539315985641
0.823833920135563,-0.00168853830067658,-0.000859539315985641
0.82534432963262,-0.00180869816151128,-0.000973321558010688
0.82534432963262,-0.00180869816151128,-0.000973321558010688
0.825357306011482,-0.00181887921710885,-0.000983887670572984
0.825357306011482,-0.00181887921710885,-0.000983887670572984
0.825357407438588,-0.00181886457935695,-0.000983871357716797
0.825357407438588,-0.00181886457935695,-0.000983871357716797
0.826894015450831,-0.00196021756678529,-0.00111949694330526
0.826894015450831,-0.00196021756678529,-0.00111949694330526
0.826907211751826,-0.00197331007536453,-0.00113291322390808
0.826907211751826,-0.00197331007536453,-0.00113291322390808
0.826907347251248,-0.00197317300068758,-0.0011329287951291
0.826907347251248,-0.00197317300068758,-0.0011329287951291
0.828470476626834,-0.0021417440731335,-0.00129682540542345
0.828470476626834,-0.0021417440731335,-0.00129682540542345
0.828483894207411,-0.00215892695206068,-0.00131465989463521
0.828483894207411,-0.00215892695206068,-0.00131465989463521
0.828484055085341,-0.00215892125284955,-0.00131474301017848
0.828484055085341,-0.00215892125284955,-0.00131474301017848
